country,founded,id,industry,linkedin_url,locality,name,region,size,website
,,cymbDAOk91fRi1BKsEZTmAkxYR7r,law practice,linkedin.com/company/cardoso-pedrosa-&-oliveira---advogados,,"cardoso, pedrosa & oliveira - advogados",,1-10,
hungary,2007,PjXa0kBatfxLkc2vwBtRUAGON0yr,legal services,linkedin.com/company/sipos-ugyvedi-iroda,,sipos ügyvédi iroda,,1-10,siposlegal.hu
united states,,k2g3fS7QSW3cKd4Yn8lhAQy8BOnO,,linkedin.com/company/court-street-legal,salem,court street legal,oregon,1-10,courtstreetlegal.com
united kingdom,,8LzdCMPJBbsIhmIsX5o2YQO392bP,insurance,linkedin.com/company/invicta-legal-limited,manchester,invicta legal limited,england,1-10,invicta-legal.co.uk
laos,,EObp0CDpn2PNUzZb0EVMSQWiFOkU,law practice,linkedin.com/company/lao-law-&-consultancy-group,,lao law & consultancy group,,1-10,laolaws.la
united states,,5iGRW7YJ2EVNZhjZeARTpgSQ105z,legal services,linkedin.com/company/dulaney-court-reporting,clive,dulaney court reporting,iowa,1-10,
spain,1969,qmwW6VipIs63MjiK4McApAORa4Ib,law practice,linkedin.com/company/luis-marco-&-pomares-abogados,elx/elche,luis marco & asociados abogados,valencian community,1-10,luismarco-abogados.com
germany,,ZKjo6yYItIAJhIJ11QonIwofAMtv,law practice,linkedin.com/company/smk-rechtsanwälte,halle,smk rechtsanwälte,saxony-anhalt,1-10,smk-rechtsanwaelte.de
brazil,,GcE2P0t2Nlyc1KAUdbvMRwwl2C0U,legal services,linkedin.com/company/tadeu-barberino-rios,nanuque,tadeu barberino rios,minas gerais,1-10,tadeu-barberino-rios.negocio.site
,,12aPSp3VRnpmRmaW3jSNRwOR2mto,legal services,linkedin.com/company/arnold-legal-recruitment,,arnold legal recruitment,,1-10,arnoldlegal.co.uk
romania,2010,ZjDC69LIwpEhXVwQCkVdWAYfjzcb,law practice,linkedin.com/company/acsinte-partners,,acsinte & partners,bucureşti,11-50,acsinte.com
sweden,,AOFSPBCSGiyL108pL9SmBQFnuVCb,legal services,linkedin.com/company/spyrliadis-law-firm,stockholm,spyrliadis law firm,stockholm,1-10,spyrliadislaw.com
united states,1954,aXJ1tLFmduL4lCv6JcctfwVPqNt1,law practice,linkedin.com/company/martson-law,carlisle,martson law offices,pennsylvania,11-50,martsonlaw.com
united states,2022,UiK4kLWXvpYFpka1Tz4qtQMX5Kra,legal services,linkedin.com/company/norfolk-law-pllc,lake placid,norfolk beier pllc,new york,1-10,norfolkbeier.com
spain,,Nh9XNssBg1KWeQv8OZ398wFsygdA,legal services,linkedin.com/company/blaumar-assessors,la villajoyosa/vila joiosa,blaumar assessors,valencian community,1-10,blaumarassessors.com
united states,,4YyTABmJnV2Ez8Aw3ExPagLqPBRe,,linkedin.com/company/baddour-law-llp,pulaski,baddour law llp,tennessee,1-10,baddourlaw.com
united states,,X7nwUv4leDXzFtfyHwcVFAZ5rhvn,,linkedin.com/company/k-9-lawn-care,elizabeth city,k-9 lawn care,north carolina,1-10,k9lawncare.wixsite.com
france,2022,Qa4UBbCxvjDbB1Ks7CRjDAz2SaJv,law practice,linkedin.com/company/avocance,lyon,avocance,auvergne-rhône-alpes,1-10,avocance.fr
united states,,jgMMUAapYj6uaIgHYX4AnAcF4aPw,hospital & health care,linkedin.com/company/wise-path-counseling,cherry hill,wise path counseling,new jersey,1-10,wisepathcounseling.com
united states,,YYcO9X75SQVZli2a4U8bOATeo7t7,legal services,linkedin.com/company/beneficial-designs-inc,minden,beneficial designs inc,nevada,11-50,trailexplorer.org
united kingdom,,ESfHC8yYMWcmICxqejvE6Qhc41i9,legal services,linkedin.com/company/valhalla-productions-limited,,valhalla productions limited,,1-10,
portugal,1995,kjfwkrAlqvXHTlTohL1JoQgVJdzE,legal services,linkedin.com/company/josé-maria-calheiros-e-associados,,josé maria calheiros e associados,lisboa,1-10,jmclawyers.com
united states,,HZgU50v2SwzpCptQWAyP0wgdYsMI,military,linkedin.com/company/ngb-ja,washington,national guard bureau office of the general counsel,district of columbia,51-200,
united states,2005,9WBDCn7XWFSOGlxhx7AT6gAdzO5o,,linkedin.com/company/barry-p.-goldberg-a-professional-law-corporation,woodland hills,"barry p. goldberg, a professional law corporation",california,11-50,
australia,2017,ay3ZCsUUMrVvkuXjgIJDXgPqpSRw,legal services,linkedin.com/company/zuccattiepereira,sydney,zuccatti & pereira sociedade de advogados,new south wales,1-10,zuccattiepereira.com.br
brazil,2009,UcIMEIBYrqggTO85HFOJ6Amlc32Q,mining & metals,linkedin.com/company/wm-esquadrias-de-alumínio,são joão,wm esquadrias de alumínio,paraná,11-50,wmesquadriasdealuminio.com.br
mexico,2014,Pj8LF8prwJaf6ZgqsyoiRAmmuCK0,legal services,linkedin.com/company/estudios-jurídicos-del-pacífico,,estudios jurídicos del pacífico,sinaloa,1-10,accesalegal.com
united states,,WHEKdr8185sFJz2y9ywClQsg407x,legal services,linkedin.com/company/jeffrey-berg,royal oak,jeffrey berg,michigan,1-10,jeffberglaw.com
united states,,PA7dlWybPJrD3WaJXR0HuAgUxsPd,law practice,linkedin.com/company/goldberg-sager-associates,brooklyn,goldberg sager & associates,new york,1-10,attorneynow.com
australia,2023,w0a01WTCih09vfgIOwB0TgxdOQT2,law practice,linkedin.com/company/tusk-lawyers,burleigh heads,tusk lawyers,queensland,1-10,
mexico,,pBzFMaCk5VipaiQYcqF7CwGKnAgS,law practice,linkedin.com/company/círculo-feminista-de-análisis-jurídico,,círculo feminista de análisis jurídico,mexico city,11-50,circulofeminista.org
canada,2017,kWL56j5OuXaLt4iZ3NVNvgUP4Bzb,legal services,linkedin.com/company/fitzgibbon-workplace-law,oakville,fitzgibbon workplace law,ontario,1-10,fitzgibbonworklaw.com
germany,2011,Rgqp5mN2VBdDDpXHGZYDWgwjCdjt,law practice,linkedin.com/company/ch-kilger-anwaltspartnerschaft-mbb,,ch kilger,berlin,11-50,chkilger.com
canada,,c5CtNgUrVbTaDSmEFbHC4Q29QGjx,legal services,linkedin.com/company/me-maryse-carrier-avocate,quebec,me maryse carrier avocate,quebec,1-10,
france,,RL2g8ulHmlb383iqD4u4Dg79Le4z,printing,linkedin.com/company/etiquetage-legal,strasbourg,etiquetage legal,grand est,1-10,etiquetage-legal.eu
united kingdom,,0nNwB3ioM3AIkM4hHcMb4gd5ks9q,individual & family services,linkedin.com/company/eszter-counselling,bristol,eszter counselling,england,1-10,esztercounselling.com
united states,,tHnZwivQjSVQEw4yPnIEkAs0Djbl,legal services,linkedin.com/company/genesis-legal-nurse-consulting,liberty lake,genesis legal nurse consulting,washington,1-10,
netherlands,,ayBw4uX8CBcd12w1AlJTMAiu9zbh,law practice,linkedin.com/company/notariskantoor-terheijden,terheijden,notariskantoor terheijden,north brabant,11-50,notariskantoorterheijden.nl
canada,,UVS2V1oeX3MfajrO5eTYCQNIjjPf,legal services,linkedin.com/company/michel-larouche-syndic-sa,,michel larouche syndic sa,quebec,1-10,michellarouchesyndic.ca
,2019,iGhiibWwCqFBupNOx9ixwgIBiXQA,law practice,linkedin.com/company/elad-zamir-law-firm,,"elad zamir law firm אלעד זמיר משרד עו\ד וטוענים רבניים""",,1-10,zamir-law.com
united states,,n5LVvQgILe1vgCn7sx4s2w0PCLPo,legal services,linkedin.com/company/california-tax,fremont,california tax,california,1-10,
united states,,1Nhj1f7loVJ0NdO2CCfZnAewUJzQ,legal services,linkedin.com/company/pike-county-public-defenders,milford,pike county public defenders,pennsylvania,1-10,
united states,,4jlpp2r8eZ3vrwXDmdMhpAeb35Id,law practice,linkedin.com/company/burke-law-firm,gainesville,burke law,florida,1-10,
,,ACakLfBGBHFVbnGbDnO1Bwy8DtBG,fishery,linkedin.com/company/pesquera-boteira-sl,,pesquera boteira sl,,11-50,
united states,,TVIDzDPNKBgYUhSR6f3fmwteUQm4,legal services,linkedin.com/company/linnane-associates-llc,,linnane & associates llc,new york,1-10,linnaneassociates.com
south africa,,FhdEPTBLSikqtHKsSGaBzA7cb15R,legal services,linkedin.com/company/adr-ubuntu,pretoria,adr ubuntu,gauteng,1-10,adrubuntu.co.za
united states,,1tGb0C0bsNM2VKRu1XxenwnyRYqH,hospital & health care,linkedin.com/company/abc-counseling-of-sacramento,sacramento,abc counseling of sacramento,california,1-10,abccounselingofsacramento.com
,,EpnpL6JuyH920MnTCgCf4ghKzjPB,law practice,linkedin.com/company/centralcalifornialaw,,law offices of heather pietroforte,,1-10,centralcalifornialaw.com
united states,,AaGxN706BLHprIiPcMCDkg3BQrzI,legal services,linkedin.com/company/doug-carel---attorney-at-law,oklahoma city,doug carel - attorney at law,oklahoma,1-10,dougcarelpc.com
united states,,9x80QCCVuCnwiuke9JxnMASkpikd,law practice,linkedin.com/company/brownpls,providence,brown pre-law society,rhode island,11-50,brownprelawsociety.wordpress.com
brazil,2022,spOYk4mK4CboADnVK9vWrwuD6BBD,legal services,linkedin.com/company/jlsconsultoriajur,são paulo,jls consultoria jurídica e advocacia,são paulo,1-10,jlsconsultoria.adv.br
united states,2011,jRMGsjysfSoCDOLuBzFdQQFdH7qJ,legal services,linkedin.com/company/law-offices-curiel-and-runion-plc,phoenix,curiel & runion car accident and personal injury lawyers,arizona,11-50,
,,Py0XRNIs7AC2JwnBQ2CPYwvG9CpU,law practice,linkedin.com/company/bocobza-law,,bocobza law,,11-50,harelbocobza.com
france,,IG6dfhgvCbOr2xg8dFchiQM7adKZ,legal services,linkedin.com/company/societe-civile-de-moyens-echorad,sanary-sur-mer,societe civile de moyens echorad,provence-alpes-côte d'azur,11-50,
united states,2005,nuoxmQB0dMz5CnAL5iqFEAW5d6zg,law practice,linkedin.com/company/emery-reddy,seattle,emery reddy,washington,11-50,emeryreddy.com
,,LyOVhcR1hRjQzsCgPj3OGwIwJwql,law practice,linkedin.com/company/sultan-almaslokhi-law-firm,,sultan almaslokhi law firm,,11-50,maslokhi.com
norway,2019,AkyA3dN2vEAgFFB1r8WvfQ39fLoy,legal services,linkedin.com/company/akkaspartners,,akkaş & partners hukuk bürosu,,11-50,akkaspartners.com
united states,,f28GWagoMuT0r6CsypJAJQoxNgLU,legal services,linkedin.com/company/ozarks-elder-law,springfield,ozarks elder law,missouri,11-50,ozarkselderlaw.com
netherlands,,Rx73l2OWzWvGxISnxm9LlQXT8UBe,legal services,linkedin.com/company/slim-gevonden-b.v.,polsbroek,slim gevonden b.v.,utrecht,1-10,
spain,,gGkPecsRjXHoyAlRLSZ9GQgZu0px,legal services,linkedin.com/company/shl-abogados,madrid,shl abogados,community of madrid,1-10,shlabogados.com
netherlands,,nilqqmB16VEqmWWQZmBbCAQio4JV,legal services,linkedin.com/company/driehoek-mediation,leersum,driehoek mediation,utrecht,1-10,driehoekmediation.nl
united states,,vNLAvpxNduxBDmfAJEC3hgqGVhau,medical practice,linkedin.com/company/midlands-counseling-&-consulting-center-llc,columbia,"midlands counseling & consulting center, llc",south carolina,1-10,
,2011,GgPArHecmzv26V5cNAfTugUWcVJ4,retail,linkedin.com/company/wilsonlawncareholiday-lighting,,wilson's lawn care & holiday lighting,,1-10,lightsandlawns.com
united states,2012,aSCqdj51wC7EOjb1ydYUuggJ4kiE,legal services,linkedin.com/company/sheff-consulting,marietta,sheff consulting group,georgia,1-10,elisabethsheff.com
canada,,loL4hHBMMYzEwWLhCaqx3A6LX2rv,legal services,linkedin.com/company/martine-hamel,,martine hamel,quebec,1-10,martinehamelavocate.com
united states,2017,z6G4nv7UZErrZIp5qlAigAv02Cvs,,linkedin.com/company/sinkevich-law-firm-pllc,des moines,sinkevich law firm pllc,iowa,11-50,sinkevichlawfirm.com
iceland,,8qUyqnBxirG0TNVLisHtRwfkQCSZ,legal services,linkedin.com/company/creditlex,akranesi,creditlex,akranes,1-10,creditlex.com
united states,,Gq0sOCWCklQLBvooFBWdsANJHpjD,marketing and advertising,linkedin.com/company/lawsonia-golf-course,green lake,lawsonia golf course,wisconsin,11-50,
germany,,3BSDRVv9TBnkXEtZ1P2CGgQkFjSe,law practice,linkedin.com/company/pflegedienst-meyer-barkholdt,schwerin,pflegedienst meyer / barkholdt,mecklenburg-vorpommern,1-10,pflegedienst-intensiv.de
united states,,7u2orBfRxivvyRnQNLpmXgnywRHG,legal services,linkedin.com/company/wabash-valley-volunteer-attorneys-incorporated,lafayette,wabash valley volunteer attorneys incorporated,indiana,1-10,
united kingdom,,z0JyTFUvPyJ6CxYvIiFGOQXSN2Eh,legal services,linkedin.com/company/sfs_2,,sfs,,1-10,sfsgb.com
united states,2019,rLhA94byXCmEBgMQfu6BTQkQCyZc,legal services,linkedin.com/company/immigrant-legal-defense,oakland,immigrant legal defense (ild),california,11-50,ild.org
united states,,08qeMAbd7kcqFpn37RFBCQ9ZaILB,law practice,linkedin.com/company/high-five-legal,omaha,"high five legal, a patino law office bankruptcy service",nebraska,1-10,highfivelegal.com
,2000,yzXKs1yJpakX6CnIQ6aBQARiDH5w,education management,linkedin.com/company/onesqa,,onesqa,,1001-5000,onesqa.or.th
germany,,cdQaY1ZPoNvrzqztPqkOrwWDUlOo,legal services,linkedin.com/company/patentanwaltskanzlei-kudla,köln,patentanwaltskanzlei kudla,north rhine-westphalia,1-10,pa-kudla.de
united states,,joRf4mnBvUU7WlKL82iFkgCNvmxU,higher education,linkedin.com/company/love-school-counseling-café,milton,love school counseling café,delaware,1-10,loveschoolcounselingcafe.com
spain,2011,kFfT0SxLaGcZH13XJsm0LAvB56Y7,law practice,linkedin.com/company/mtconsulting-erl,madrid,mt consulting,community of madrid,1-10,mtconsulting-erl.com
united states,,CW74SCvv20i3Oson1R62zQ2DG5G2,law practice,linkedin.com/company/gale-law-group-pllc,corpus christi,"gale law group, pllc",texas,1-10,galelawgroup.com
brazil,2022,UbqGmSSyy0h7UQyNVqmYJwED2JOb,law practice,linkedin.com/company/rfaadv,teixeira de freitas,rfa advocacia e consultoria,bahia,1-10,almeidasl.com.br
united states,2014,gHpLk3oTsTveMfd91iR8GAvRt2ZR,non-profit organization management,linkedin.com/company/we-are-lead,allentown,l.e.a.d. - law enforcement against drugs and violence,new jersey,11-50,leadrugs.org
,,RFCWTCOQ8AjPvX75mbPkCwRZNVPp,law practice,linkedin.com/company/rocha-advocacia-e-consultoria,,rocha advocacia e consultoria,,1-10,rochadvocacia.com.br
united states,,NrHmtBrKy6vUtiC2l6ZNAwAljHaf,legal services,linkedin.com/company/albrecht-&-weegar,conway,albrecht & weegar,new hampshire,1-10,albrechtweegar.com
united states,,TB1IXfd3qvx4Gbpp6nKyZA7jyO0b,mental health care,linkedin.com/company/tri-star-counseling-llc,kingsport,"tri-star counseling, llc",tennessee,1-10,tri-starcounseling.com
spain,,vX48GABMKW5hYxGQcKE2ZQCemtl4,food production,linkedin.com/company/pesquera-albatros-sl,ribeira,pesquera albatros sl,galicia,11-50,
,1982,6Uh91u3lMfDBmU4b9gN0vwSo3izh,legal services,linkedin.com/company/association-française-de-droit-de-la-santé-afds,,association française de droit de la santé (afds),,1-10,afds.fr
spain,,zPZo8wJcnMBT3P5x8w8qOAoRzJ9J,legal services,linkedin.com/company/molinero-abogados,fuenlabrada,molinero abogados,community of madrid,1-10,molineroabogados.com
brazil,,CIvuqYQ2WByCoyT1PtFF0gm9SWHh,,linkedin.com/company/dllegal,paulo de faria,dllegal,são paulo,1-10,dllegal.com.br
united states,2011,4CUbXEjy6WtBtBrQYdkuRQmoiSFz,law practice,linkedin.com/company/baca-law-offices,los lunas,baca law offices,new mexico,1-10,bacalawoffices.com
brazil,,d0rRXwfbqdGVYyDS02Ie4QovFlZs,law practice,linkedin.com/company/andre-ribeiro-advogados,getúlio vargas,andre ribeiro advogados,rio grande do sul,1-10,andreribeiroadvogados.com.br
brazil,,0gQ3v4j9o06W5tkZmjkllwNeCesQ,law practice,linkedin.com/company/stefanelli-wagner-vallejo-adv,são paulo,stefanelli wagner vallejo adv,são paulo,1-10,swagnervallejoadv.com.br
romania,,rwZeTNniDsCO6Mi1dSlyawgufXXt,law practice,linkedin.com/company/the-legalogue,cluj-napoca,the legalogue,cluj county,11-50,
brazil,,LXsNWqSiw1YqfDwZbERYaQFv09Mw,law practice,linkedin.com/company/ferreira-junior-sociedade-de-advogados,,ferreira junior sociedade de advogados,são paulo,1-10,protector.cnt.br
,,y1CdCLRnObEyhhym3ojnKwWs4GDJ,law practice,linkedin.com/company/tayyar-hukuk-ve-danışmanlık,,tayyar hukuk ve danışmanlık,,1-10,tayyarhukuk.com
united states,2013,YaRCp6ltY1ajj9yzX8FGXQ147zRJ,medical practice,linkedin.com/company/emily-sinclair-counseling-pllc,kirkland,"emily sinclair counseling, pllc",washington,11-50,emilysinclaircounseling.com
germany,2001,PrCWN7fhGhksP80juazAlgjOfjEZ,law practice,linkedin.com/company/haas-und-kollegen,eschborn,haas & kollegen: rechtsanwälte und steuerberater,hesse,11-50,just-eschborn.de
france,,JPxIf0Z3nWcZQmXvhcnxAQVmNRvz,law practice,linkedin.com/company/selas-abraham-avocats,paris,selas abraham avocats,île-de-france,1-10,abrahamavocats.fr
united states,2017,W9LrYCtkQDa2SWzrATDE6AxitXBP,legal services,linkedin.com/company/cybertek-technologies-llc,sebring,cybertek technologies llc,florida,1-10,
spain,,ovAOnmyrCmQiAtCEBsb7YQGcHiJZ,legal services,linkedin.com/company/hernandez-y-andreu-abogados-slp,mislata,hernandez y andreu abogados slp,valencian community,1-10,
united states,2004,XjDFei0vDxh3PSoZewCLBwDztrsV,law practice,linkedin.com/company/law-offices-of-douglas-stone,new rochelle,the law offices of douglas stone,new york,1-10,dougstonelaw.com
canada,,jadtAsK7GLh0v2oOVr3ffAXIdmwg,law practice,linkedin.com/company/lang-michener-llp,toronto,lang michener llp,ontario,201-500,
united states,2009,mcWQG2ChzBxBQstw8ZN3yQcRk04Y,political organization,linkedin.com/company/marsys-law-for-all,las vegas,marsy's law for all,nevada,51-200,marsyslaw.us
canada,,4lqCWRwrrQ29FrqpxHPTmgldCn1z,,linkedin.com/company/97th-street-law,edmonton,97th street law,alberta,1-10,97thstreetlaw.ca
united states,,U4EFOUZYZg3uPHbBsE4pmgcVyQK7,individual & family services,linkedin.com/company/attorneys-service,boise,attorneys service,idaho,1-10,attorneys-services.com
,,gaJ4vuonBcxH0bVgS6qjDgRxYp8j,business supplies and equipment,linkedin.com/company/gq-law-limited,,gq law limited,,1-10,
iceland,,3sFCTMPLhlnuLEHP0OVzfAYxyTV5,legal services,linkedin.com/company/perboni-stocco-advogados,reykjanesbæ,perboni stocco advogados,,1-10,perbonistoccoadvogados.com
brazil,,RWW0jFS5ly8UwhkW9tLyaARNZB0m,law practice,linkedin.com/company/franca-lyrio-e-duque-estrada-advogados-associados,rio de janeiro,franca lyrio e duque estrada advogados associados,rio de janeiro,1-10,
spain,1996,ReEjipJbSfQmP9LQiWr0jA7fsjkS,legal services,linkedin.com/company/law-office-danggur-konradus-partners,córdoba,law office danggur konradus & partners,andalusia,1-10,danggurlawoffice.com
united kingdom,,ZPzQItlqGuF8rcAVism3owAeRxbr,financial services,linkedin.com/company/canllaw-cyf,caernarfon,canllaw cyf,wales,1-10,
spain,,8sROxxv6eCaf48jGQlUWEAVrvkgg,legal services,linkedin.com/company/abogado-berja---lieb-villacreces-abogados,berja,abogado berja - lieb villacreces abogados,andalusia,1-10,liebvillacrecesabogados.com
united states,2008,uXRujZMws9yHwqKdJdcQSgu6L8Zo,legal services,linkedin.com/company/the-law-office-of-denise-m.-quinterri-p.l.l.c.,phoenix,"the law office of denise m. quinterri, p.l.l.c.",arizona,1-10,azethicslaw.com
united states,,dKiiC2vsCkNHi9BLzuPb5gSfocJQ,facilities services,linkedin.com/company/j-&-son-lawn-care,newport news,j & son lawn care,virginia,1-10,
united states,,6CzVt6EKOUXywqBVpgoK5w8mZ1dL,law practice,linkedin.com/company/law-offices-of-kurlander-&-burton,san francisco,"law offices of kurlander, burton & mack",california,1-10,kbmlawsf.com
united kingdom,2008,CsfMoH7u4LeHLkFGBz8BlgEUeTSG,law practice,linkedin.com/company/westkin-associates,,westkin associates,,11-50,westkinassociates.com
united states,2009,xpSkcO5BG0o6AeyrsBgT0QUHd8Nl,law practice,linkedin.com/company/law-offices-of-michael-r-rethinger-llc,atlanta,"law offices of michael r. rethinger, llc",georgia,1-10,atlantabankruptcylawinfo.com
united states,,EY9SjdC0DzAicCbqcWEu3wHizbeu,,linkedin.com/company/michael-r-sahagian-attorney-at-law,beaverton,michael r sahagian attorney at law,oregon,1-10,sahagianlaw.com
united states,,bK4mzpehC3vfMxxIKXBSFgm3rVID,,linkedin.com/company/ossmann-law-office-llc,evergreen,"ossmann law office, llc",colorado,1-10,ossmannlaw.com
united states,2018,B8UG5z9HzQVWReSjR2HG0QMyre7E,law practice,linkedin.com/company/swaby-law-pllc,orlando,"swaby law, pllc",florida,1-10,swabylawpllc.com
united states,2000,yOfUn7j6FdLIXpBc2wTZCw4N2gyQ,mental health care,linkedin.com/company/all-souls-counseling-center,asheville,all souls counseling center,north carolina,11-50,allsoulscounseling.org
